itinerario_id,cruce_id,sentido,instante_paso_s,hcall_in_s,hcall_out_s
1,22,,79073,78946,79083
1,22,,79752,79625,79762
1,22,,79833,79706,79843
1,22,,80652,80525,80662
1,22,,83052,82925,83062
1,22,,84552,84425,84562
1,21,,21546,21469,21556
1,21,,22234,22157,22244
1,21,,22386,22309,22396
1,21,,23046,22969,23056
1,21,,23311,23234,23321
1,21,,24066,23989,24076
1,21,,24906,24829,24916
1,21,,25926,25849,25936
1,21,,26586,26509,26596
1,21,,26594,26517,26604
1,21,,27006,26929,27016
1,21,,27314,27237,27324
1,21,,27426,27349,27436
1,21,,27966,27889,27976
1,21,,28274,28197,28284
1,21,,28626,28549,28636
1,21,,29174,29097,29184
1,21,,29286,29209,29296
1,21,,30111,30034,30121
1,21,,30134,30057,30144
1,21,,30831,30754,30841
1,21,,30854,30777,30864
1,21,,31731,31654,31741
1,21,,32234,32157,32244
1,21,,32751,32674,32761
1,21,,32894,32817,32904
1,21,,33531,33454,33541
1,21,,33554,33477,33564
1,21,,34214,34137,34224
1,21,,34874,34797,34884
1,21,,35031,34954,35041
1,21,,35594,35517,35604
1,21,,35931,35854,35941
1,21,,36494,36417,36504
1,21,,36531,36454,36541
1,21,,37694,37617,37704
1,21,,38594,38517,38604
1,21,,38631,38554,38641
1,21,,39831,39754,39841
1,21,,40094,40017,40104
1,21,,41031,40954,41041
1,21,,41931,41854,41941
1,21,,43694,43617,43704
1,21,,44331,44254,44341
1,21,,44594,44517,44604
1,21,,45231,45154,45241
1,21,,46094,46017,46104
1,21,,46874,46797,46884
1,21,,49094,49017,49104
1,21,,49994,49917,50004
1,21,,50031,49954,50041
1,21,,52431,52354,52441
1,21,,53331,53254,53341
1,21,,54794,54717,54804
1,21,,56331,56254,56341
1,21,,57194,57117,57204
1,21,,58094,58017,58104
1,21,,58131,58054,58141
1,21,,60831,60754,60841
1,21,,61094,61017,61104
1,21,,61551,61474,61561
1,21,,62271,62194,62281
1,21,,62294,62217,62304
1,21,,62991,62914,63001
1,21,,63194,63117,63204
1,21,,63711,63634,63721
1,21,,64374,64297,64384
1,21,,64431,64354,64441
1,21,,65094,65017,65104
1,21,,65151,65074,65161
1,21,,65814,65737,65824
1,21,,65871,65794,65881
1,21,,66534,66457,66544
1,21,,66591,66514,66601
1,21,,67254,67177,67264
1,21,,67611,67534,67621
1,21,,67974,67897,67984
1,21,,68511,68434,68521
1,21,,68694,68617,68704
1,21,,69414,69337,69424
1,21,,69531,69454,69541
1,21,,70134,70057,70144
1,21,,70371,70294,70381
1,21,,70854,70777,70864
1,21,,71031,70954,71041
1,21,,71454,71377,71464
1,21,,71874,71797,71884
1,21,,72231,72154,72241
1,21,,72654,72577,72664
1,21,,72891,72814,72901
1,21,,73394,73317,73404
1,21,,74031,73954,74041
